platform,totalShows,movies,series,subscribers_mil,revenue_bil,genre,genre_count,market_share_pct,yearly_growth_count,originalContent_pct,userRating,criticalAcclaim_pct,globalReach_pct,contentDiversity_pct,dailyActiveUsers_mil,avgWatchTime_hrs,retention_pct,satisfaction_rating,ageGroup,ageGroup_pct,country,country_rating,country_subscribers,avgBudget_mil,originalBudget_mil,totalSpend_bil,month,monthly_releases,avgWatchTimeByGenre_mins
Netflix,3459,8427,3854,60,22.74,Animation,292,32.02,15091,74.69,6.82,81,95,70,63,3.54,78,4.16,25-34,28,Brazil,7.44,35084987,13.84,11.59,11.38,Nov,26,34
Disney+,9391,7666,548,130,34.83,Documentary,665,36.39,10346,83.44,8.98,87,91,64,70,2.7,97,4.0,25-34,33,United States,7.94,20645295,17.67,18.6,12.0,Jul,41,37
Disney+,13186,8429,722,130,26.31,Drama,602,5.77,9890,80.24,9.22,77,75,69,57,2.42,80,4.17,25-34,10,Brazil,8.65,27730162,12.34,15.23,15.69,Apr,9,47
Netflix,1703,1442,4364,98,21.61,Horror,1154,57.81,5756,86.72,7.56,75,82,77,72,2.12,71,4.98,55+,29,Germany,7.63,42826518,16.26,20.55,12.89,Aug,9,55
Netflix,11659,9759,4851,3,12.3,Animation,1829,53.08,2156,85.63,7.96,62,89,88,62,4.18,72,3.67,35-44,10,Japan,8.64,38812857,9.87,21.13,18.1,Feb,9,47
Disney+,15695,10531,4282,129,9.68,Animation,688,7.93,8991,71.34,6.73,88,76,60,65,1.63,82,4.46,55+,15,South Korea,8.78,10230818,16.65,29.54,11.19,Nov,21,46
Disney+,7365,3613,4770,43,18.26,Animation,1613,11.2,2771,67.2,6.47,55,95,64,63,2.23,80,3.92,45-54,14,Japan,7.2,63842852,13.83,20.89,8.06,Apr,11,58
Netflix,12386,9519,2756,65,9.09,Comedy,263,29.99,8612,87.46,8.69,67,82,92,94,2.13,77,3.77,35-44,6,Japan,8.61,58160884,7.55,18.26,8.39,Dec,10,70
Netflix,3318,9793,4886,191,27.09,Drama,749,23.76,3798,65.17,6.87,71,98,75,88,2.2,97,4.49,45-54,19,France,7.15,20908009,6.68,23.14,10.46,Jun,47,75
Disney+,7248,11579,2041,206,32.97,Horror,309,34.44,17467,73.59,7.02,75,71,61,52,3.36,100,3.56,55+,35,South Korea,7.3,53808473,16.74,28.65,7.23,Jun,11,48
Disney+,2089,9593,2589,180,14.35,Comedy,1163,39.52,6584,65.46,7.52,57,73,100,51,3.55,97,4.49,55+,12,Japan,8.52,53873514,10.81,17.7,6.04,Feb,24,45
Amazon Prime,8174,10389,3387,54,2.11,Documentary,327,25.87,7472,85.53,6.41,58,88,92,51,3.49,89,3.11,45-54,15,United States,7.35,59660710,9.23,13.25,16.25,Jul,34,38
Amazon Prime,8761,12843,4196,105,1.26,Horror,205,47.48,9325,88.94,6.18,55,74,82,75,3.49,100,3.08,45-54,15,Germany,7.09,7261071,7.54,20.07,7.56,Sep,34,26
Amazon Prime,5576,2883,3758,225,16.46,Animation,1201,35.07,16680,79.4,9.34,85,78,82,68,3.4,94,3.64,18-24,30,India,7.62,31692206,18.04,13.07,9.51,Jan,54,71
Amazon Prime,9799,9310,3464,119,13.61,Action,955,14.96,16552,74.19,9.44,77,74,88,62,2.98,73,3.15,25-34,25,Japan,7.95,18465591,8.75,16.6,13.39,Nov,8,44
Netflix,3887,5697,4895,87,16.24,Comedy,1557,11.23,13156,81.26,6.7,67,76,72,88,2.0,70,3.16,35-44,33,United States,8.32,39597423,8.87,17.62,6.06,Nov,19,56
Netflix,1843,8331,2334,177,33.76,Romance,925,50.15,8894,89.76,6.65,87,87,91,73,3.67,77,3.16,35-44,5,Australia,7.3,8365019,10.19,10.61,18.72,Nov,45,65
Netflix,8934,2297,4924,73,0.75,Romance,591,47.71,12688,76.16,8.75,69,73,64,59,4.27,70,3.51,18-24,11,Canada,7.95,60308422,11.57,28.08,18.73,Nov,46,59
Netflix,13585,14839,401,5,29.3,Comedy,721,8.42,11460,86.17,6.94,80,70,67,56,1.95,92,3.37,55+,20,Germany,8.54,60845278,5.63,11.78,19.39,Sep,6,39
Amazon Prime,14777,4447,3897,32,14.2,Action,372,39.76,7239,84.13,9.35,88,92,91,86,2.66,91,4.35,55+,8,France,8.7,51068571,17.74,11.24,13.28,Mar,42,55
Disney+,9653,5838,3148,139,24.6,Horror,1660,46.7,8407,69.6,7.13,57,73,67,98,1.22,80,3.6,35-44,16,France,8.3,68533883,10.94,20.45,16.4,Dec,36,41
Disney+,8945,6635,3091,167,20.75,Action,1373,31.39,12903,73.7,7.49,62,100,73,63,1.29,89,4.24,18-24,28,Germany,7.47,66582798,15.37,15.63,13.11,Dec,18,34
Netflix,7868,12866,472,215,9.09,Action,1323,17.96,10126,67.7,8.19,53,96,80,56,1.6,84,4.05,25-34,27,Japan,8.97,73093307,9.42,10.26,6.1,Mar,25,74
Amazon Prime,4916,13925,1909,169,6.5,Animation,496,10.96,9271,77.2,7.86,84,94,86,57,3.55,71,4.64,25-34,35,Brazil,8.63,27175998,11.82,18.72,11.89,Feb,5,44
Disney+,9107,14931,1432,38,30.16,Drama,1542,52.48,13158,90.94,7.14,78,79,65,90,1.59,71,3.91,55+,21,Australia,7.75,23411185,13.78,23.37,13.04,Sep,5,26
Netflix,13952,13183,4360,4,3.72,Drama,860,33.28,8880,84.68,7.25,56,79,78,85,4.17,83,3.87,25-34,28,Australia,7.78,66392623,16.66,10.39,5.64,Apr,12,75
Disney+,12711,5653,1601,65,25.0,Romance,420,5.48,7171,78.01,6.5,88,91,92,98,2.91,70,4.4,45-54,24,Canada,8.87,28287258,5.77,19.86,10.78,Aug,49,52
Disney+,3992,13293,1862,5,22.68,Comedy,821,32.03,11003,78.88,7.78,72,76,62,55,3.7,72,4.11,35-44,24,Germany,8.1,10006836,8.35,25.55,11.03,Jun,21,52
Netflix,15250,4194,2484,52,19.51,Horror,1909,23.78,12959,61.25,6.51,52,94,67,60,1.51,75,3.63,35-44,33,Australia,8.25,7139141,18.07,17.73,5.99,Jun,55,30
Amazon Prime,6103,5558,682,52,24.28,Comedy,699,5.47,12946,91.71,8.31,62,85,87,74,2.25,74,4.95,45-54,24,Australia,8.19,19428973,9.46,13.31,11.12,Dec,38,63
Amazon Prime,10773,9758,485,107,12.49,Drama,1859,37.42,2151,62.11,6.72,74,95,97,54,4.48,72,4.99,45-54,20,Canada,8.5,56982593,10.24,20.49,14.53,Sep,29,41
Amazon Prime,6631,12236,4923,202,18.2,Romance,1392,27.3,16592,83.42,9.27,69,91,98,67,3.55,88,3.56,35-44,30,United Kingdom,8.17,59363253,13.33,26.99,15.0,Feb,8,42
Disney+,14556,13269,2831,137,9.52,Animation,1937,40.48,14069,72.33,7.23,86,74,98,95,4.02,85,3.32,55+,27,United States,8.51,28986762,15.41,25.96,16.97,Oct,6,66
Amazon Prime,14839,4446,4821,148,26.79,Drama,201,11.88,12990,84.16,7.95,53,86,93,91,2.84,78,3.18,35-44,7,India,7.43,67026418,7.39,22.74,6.54,Feb,20,45
Amazon Prime,16124,5649,2912,23,15.53,Documentary,1392,55.41,537,76.03,6.32,71,81,70,87,2.98,74,4.69,45-54,13,Australia,8.7,51487933,14.57,20.12,12.7,Jul,50,52
Disney+,15134,7595,3277,8,27.32,Drama,1779,58.43,6116,75.03,7.7,63,70,73,80,4.24,71,4.11,18-24,21,France,8.86,30984228,11.44,29.54,13.56,Jun,36,26
Netflix,5719,2820,3646,170,10.25,Documentary,594,19.38,13389,82.56,6.39,90,100,63,84,1.42,95,3.26,55+,26,Canada,8.68,30931331,18.79,12.58,12.8,Apr,19,71
Netflix,16851,6636,1150,47,24.88,Romance,949,50.25,9975,73.94,8.85,55,73,95,89,2.28,93,3.67,18-24,7,South Korea,7.05,72563106,9.29,20.01,13.57,Feb,28,71
Netflix,12148,7817,208,95,16.85,Action,1203,45.99,10060,90.52,6.31,67,100,85,85,2.26,92,3.73,35-44,6,Brazil,8.29,6986802,8.52,10.04,11.77,Dec,22,63
Amazon Prime,7288,1910,441,177,2.66,Documentary,1018,51.04,11137,82.12,7.1,67,89,90,58,3.27,82,4.38,35-44,11,South Korea,8.19,43555669,13.56,20.3,7.12,Jan,27,62
Netflix,16685,10981,2186,162,1.64,Animation,425,48.33,1526,82.61,6.85,57,86,86,90,2.44,100,4.29,18-24,5,South Korea,8.04,28963230,18.54,11.41,12.04,Dec,24,29
Netflix,16064,13405,4195,92,13.86,Animation,1065,8.29,4718,88.34,7.88,74,98,76,84,4.41,94,3.98,45-54,25,Germany,8.43,29116867,12.44,17.59,11.56,Jan,55,53
Netflix,2185,13224,4483,10,0.94,Romance,528,15.75,608,84.56,9.09,90,95,77,96,1.9,99,4.68,18-24,11,France,7.66,74311244,8.06,22.67,17.86,Sep,32,39
Amazon Prime,8647,7722,1314,181,5.46,Documentary,1721,29.56,17492,84.04,8.66,86,81,77,86,1.74,77,4.05,55+,5,India,8.6,48643415,11.33,18.94,14.19,Jan,19,56
Disney+,1734,14424,4188,127,22.98,Action,1107,17.45,7764,67.68,7.83,84,76,82,79,1.88,97,4.41,25-34,14,France,8.18,54260182,17.97,15.81,5.95,Mar,30,53
Netflix,8698,1223,2612,28,11.33,Romance,819,31.23,9393,71.69,6.58,89,92,84,87,3.77,90,4.63,18-24,10,France,7.66,49967898,16.0,16.46,11.87,Apr,45,49
Netflix,6144,2745,1053,158,5.27,Romance,1657,35.03,13541,61.96,9.23,83,86,74,62,1.83,95,4.44,18-24,7,United States,7.88,36847008,11.99,18.05,5.71,Jul,5,52
Disney+,16592,2255,3945,95,21.07,Horror,1513,23.35,8687,62.67,8.64,90,85,97,66,3.6,86,3.33,18-24,24,France,7.13,57204591,17.99,13.85,13.75,Feb,19,68
Amazon Prime,12636,4895,2379,170,4.55,Comedy,1945,18.56,5341,91.98,9.27,52,77,92,78,1.31,84,4.86,18-24,7,Germany,8.98,18905682,15.31,17.3,8.45,Mar,49,57
Amazon Prime,12347,13783,1037,70,17.78,Comedy,138,34.79,4019,80.81,8.7,51,77,73,91,3.33,92,3.24,45-54,31,India,7.84,49413277,7.52,19.31,8.21,Jan,31,36
Amazon Prime,3928,4633,4176,177,13.06,Horror,539,17.93,11930,83.5,8.46,78,77,84,67,2.11,91,3.49,45-54,13,United States,7.24,11597683,5.23,17.53,10.28,Oct,19,49
Netflix,8163,11861,4028,214,34.15,Comedy,794,45.14,7487,72.29,8.82,89,83,85,87,3.57,98,4.34,25-34,7,Japan,7.41,52907520,9.46,20.46,6.79,Jul,53,38
Disney+,16023,12539,4569,117,14.12,Documentary,737,41.21,9892,83.23,6.44,63,83,62,83,1.32,71,3.8,35-44,9,Germany,8.11,56500972,7.98,14.42,17.08,May,36,38
Amazon Prime,9687,5943,480,96,5.91,Horror,299,57.27,3833,78.08,6.83,68,85,68,77,1.68,77,4.74,55+,34,United States,7.57,46860573,10.08,15.96,15.97,Sep,28,74
Amazon Prime,9368,5474,1698,50,8.91,Comedy,1844,40.84,11203,70.48,8.8,62,88,99,55,1.2,75,3.29,45-54,22,Canada,7.94,62158526,13.63,19.62,11.0,May,50,57
Netflix,6802,5907,824,96,11.06,Documentary,1133,9.28,13216,75.93,8.72,58,96,85,76,1.68,85,4.41,18-24,26,Germany,8.38,72989922,13.89,19.83,7.0,Oct,16,39
Amazon Prime,6672,10479,2338,17,14.55,Animation,1350,43.34,13580,73.27,9.22,85,99,100,63,2.84,82,3.81,45-54,24,India,8.78,24327367,5.13,17.37,12.85,Jan,40,75
Netflix,13387,14956,3089,223,26.82,Romance,1895,51.26,9384,63.32,8.32,58,83,68,69,3.73,96,4.48,55+,25,Japan,8.23,21363960,19.23,15.26,7.09,Nov,8,28
Amazon Prime,16217,9354,2103,52,6.92,Comedy,1078,21.89,2179,93.72,7.45,76,85,77,59,2.58,89,3.27,55+,7,Brazil,7.01,47614507,18.9,11.7,5.33,Nov,50,30
Amazon Prime,5564,5699,685,18,3.91,Drama,623,43.57,11621,71.74,7.65,83,94,71,53,4.09,94,3.27,35-44,33,Japan,8.81,28700674,6.85,29.19,6.95,Dec,41,56
Amazon Prime,12772,3258,445,212,32.26,Animation,1944,26.26,7041,81.43,8.81,66,97,94,100,1.18,93,3.21,35-44,25,United States,7.29,44735498,18.11,19.23,7.8,Mar,30,39
Amazon Prime,14756,1025,1011,161,16.46,Horror,344,49.64,8960,91.57,8.16,82,70,100,92,1.74,83,3.23,55+,9,Japan,8.79,44051920,16.15,12.05,6.36,May,19,49
Amazon Prime,10222,12823,2397,99,1.63,Documentary,1367,21.19,7312,61.84,8.76,75,72,73,94,2.83,96,4.07,25-34,12,France,7.78,43839219,19.02,29.33,12.55,Jun,12,44
Netflix,6235,13609,4206,108,5.56,Romance,700,14.12,10349,65.64,6.04,75,88,60,77,1.56,91,3.89,45-54,6,Germany,8.36,45499958,13.1,18.32,10.97,Oct,33,74
Netflix,13288,9653,1716,169,25.93,Horror,1345,23.86,13266,76.38,9.36,54,96,62,58,2.77,99,4.59,35-44,28,United States,8.65,26050913,16.5,11.64,5.56,Aug,47,71
Amazon Prime,9831,8401,4364,43,17.44,Romance,782,7.81,17565,61.94,6.79,63,74,78,67,3.79,90,4.97,18-24,28,France,7.8,23154576,19.21,20.26,9.92,May,55,69
Amazon Prime,3937,2600,867,45,30.39,Documentary,353,33.19,7426,83.27,8.79,67,74,74,55,1.61,92,4.41,18-24,23,Germany,8.44,43746045,11.02,12.01,13.24,Jun,32,64
Amazon Prime,7730,5710,2448,140,30.84,Comedy,727,21.93,14721,60.88,8.04,90,75,78,95,3.72,90,3.96,18-24,23,France,7.85,56321930,16.18,26.87,7.51,Apr,5,26
Netflix,5912,8535,1794,116,23.49,Action,878,36.95,8421,83.94,6.96,50,84,82,58,2.49,93,3.63,45-54,22,Japan,8.96,16152756,6.57,15.93,11.2,Sep,54,63
Disney+,10992,14845,2263,218,32.74,Horror,959,16.68,5387,73.73,9.25,77,83,85,99,4.21,73,3.87,18-24,5,United Kingdom,8.59,44203244,12.29,17.24,13.07,Apr,26,61
Disney+,16676,12278,3943,172,4.79,Action,1824,14.75,17033,86.72,6.26,60,75,72,79,1.67,79,3.31,55+,28,Australia,8.73,36003091,18.88,16.96,7.37,Jun,41,67
Disney+,11461,3389,4922,204,7.48,Documentary,327,46.27,9085,82.21,6.66,73,85,93,62,2.32,77,3.74,45-54,28,Germany,8.18,68529473,17.13,20.62,10.27,Mar,6,55
Disney+,3677,4347,265,23,5.76,Romance,1262,42.22,12240,79.95,8.84,54,71,70,78,1.47,75,4.81,18-24,21,United States,7.3,65389359,9.82,14.46,13.97,Oct,47,62
Disney+,6841,10739,4328,126,25.71,Animation,1967,54.85,16607,65.87,8.5,90,87,83,51,1.35,96,4.07,35-44,35,Canada,7.86,45265411,16.54,24.84,16.44,Dec,28,37
Amazon Prime,6035,5792,3736,215,29.38,Animation,677,55.03,17784,81.19,8.51,80,77,71,56,2.52,80,3.13,45-54,22,Australia,8.69,23233135,6.88,16.93,7.05,May,35,55
Disney+,6104,14585,2861,156,5.56,Animation,1697,30.19,3093,80.4,7.1,68,91,72,87,3.23,89,4.17,55+,7,India,7.79,16596030,11.16,14.25,12.08,Jan,50,56
Amazon Prime,1901,1845,2212,55,31.85,Horror,1799,5.84,5825,76.02,8.57,71,72,94,61,3.79,76,4.34,35-44,14,Australia,7.16,10478454,16.94,23.82,9.84,Dec,45,39
Netflix,2685,7881,3586,227,30.52,Animation,375,47.01,12493,94.1,9.35,79,84,83,59,2.31,79,4.58,18-24,28,Australia,8.48,46875476,5.03,20.93,12.74,Dec,26,40
Amazon Prime,1918,1455,2896,208,26.7,Drama,449,16.83,14644,76.98,8.46,84,82,88,82,4.03,100,3.55,35-44,10,Germany,8.1,14164421,15.23,10.59,19.92,Jul,17,59
Amazon Prime,5279,6926,1104,191,21.89,Animation,1293,52.06,3620,66.09,6.45,90,90,77,96,3.84,97,3.1,35-44,18,Germany,8.45,42854602,13.99,22.84,5.7,Oct,31,71
Amazon Prime,1504,11730,3385,30,6.28,Drama,1720,32.72,8114,61.2,7.81,73,71,63,90,3.66,87,3.19,45-54,6,South Korea,7.99,17398632,8.31,13.18,16.14,Sep,43,33
Disney+,5057,8519,3682,115,5.81,Action,1322,26.72,15948,87.9,6.36,80,85,96,52,2.81,96,3.56,18-24,14,India,7.53,47696134,5.32,15.58,8.2,Apr,31,54
Netflix,16095,7577,3653,227,30.98,Romance,424,8.53,1483,85.15,9.46,57,97,78,91,2.74,86,4.23,18-24,21,France,8.07,13449600,16.11,24.08,7.17,Aug,18,62
Netflix,5414,11329,2018,75,28.22,Horror,977,35.35,14041,74.37,7.75,89,86,91,68,2.01,81,3.61,25-34,26,United Kingdom,8.88,53632208,19.45,15.27,5.57,Aug,6,69
Disney+,15896,13359,1664,216,12.59,Documentary,242,39.77,3477,73.94,7.1,68,86,60,70,1.79,100,4.82,18-24,18,South Korea,8.38,37858462,17.49,15.93,15.76,Jul,33,32
Netflix,7930,8414,2546,98,23.51,Action,308,54.94,17673,88.37,6.34,81,91,65,83,3.01,75,4.97,35-44,22,Australia,8.8,3664703,9.5,17.04,15.45,Nov,17,75
Amazon Prime,10095,7450,3175,169,26.91,Comedy,945,21.39,4850,93.31,8.23,89,95,67,78,2.59,98,4.7,25-34,23,United States,8.02,52907998,18.73,25.18,5.28,Jul,52,72
Netflix,8901,13531,3601,107,13.18,Romance,595,49.46,12575,70.28,7.37,56,81,87,50,1.54,82,3.28,45-54,6,Canada,8.28,5119678,19.91,23.94,18.02,Mar,44,51
Amazon Prime,3959,11225,4611,179,3.64,Documentary,1889,14.15,2652,70.22,9.47,83,93,81,82,2.43,88,3.71,45-54,5,France,7.37,35612131,6.48,15.04,6.54,Aug,40,64
Netflix,15018,5884,2711,187,22.86,Documentary,578,16.89,5698,86.91,6.52,90,94,70,71,2.67,93,4.03,18-24,9,Australia,7.39,25470557,7.88,25.97,11.32,Jun,9,35
Netflix,13267,2875,3173,82,31.0,Documentary,1213,21.65,3435,74.16,8.69,60,95,92,63,1.08,77,3.45,45-54,22,Germany,7.53,47948465,17.03,21.67,13.49,Apr,24,33
Amazon Prime,13993,7350,430,24,18.61,Action,1835,15.37,14600,79.43,8.01,86,72,87,61,3.33,91,3.96,35-44,15,Germany,8.46,49551194,15.58,25.09,7.15,Jul,42,68
Disney+,10822,11051,2108,41,19.26,Documentary,805,35.29,1807,72.41,7.39,60,84,73,54,2.75,89,4.92,45-54,33,Brazil,8.65,20856720,14.61,22.59,18.29,Sep,39,35
Netflix,9878,9927,2208,11,12.07,Horror,223,52.38,15173,64.07,7.87,69,84,90,86,3.39,81,3.16,55+,30,Germany,8.24,17419142,9.8,24.6,5.07,Mar,43,69
Netflix,6484,5554,2720,115,30.37,Drama,982,5.53,6994,67.82,8.66,68,99,94,80,2.73,99,4.84,35-44,15,United States,7.48,31978844,19.5,27.68,16.79,Nov,29,37
Amazon Prime,5281,1141,403,110,22.69,Documentary,1345,55.21,17398,88.89,9.33,61,90,78,67,3.88,78,4.2,55+,21,Australia,8.82,52512766,13.66,25.01,14.22,Nov,24,70
Disney+,3793,10996,4105,177,11.01,Documentary,2000,14.03,14255,89.53,6.05,60,71,88,58,1.39,98,4.89,45-54,28,Germany,7.91,35949308,14.02,14.82,10.4,Jul,19,50
Netflix,11852,8225,4283,77,29.17,Drama,187,19.37,6183,74.58,7.77,82,81,80,82,1.54,85,4.84,25-34,16,Australia,8.04,64967846,12.99,22.86,8.37,Feb,7,43
Netflix,10571,10880,1069,116,15.46,Documentary,1900,35.28,14862,85.44,7.25,62,84,99,84,2.08,83,4.52,25-34,23,Japan,8.8,33808056,12.45,21.93,9.26,Jun,50,28
Amazon Prime,6992,7157,4805,3,33.26,Action,271,36.56,6071,74.8,8.96,67,88,61,85,3.58,98,4.77,45-54,12,France,8.58,55884055,13.96,26.86,8.0,May,23,63
Netflix,6814,14816,1384,70,33.81,Horror,1135,27.08,2554,87.53,6.74,67,79,99,74,1.44,84,4.06,18-24,33,United Kingdom,7.97,61034135,10.71,28.23,8.2,Oct,50,49
Netflix,1196,8931,892,81,33.39,Documentary,1227,12.59,12731,92.38,6.42,58,70,74,68,2.96,80,4.96,55+,21,Brazil,8.97,57306846,8.0,27.96,17.02,Oct,53,27
Disney+,14539,5964,4992,95,23.16,Romance,655,16.98,511,82.31,8.07,82,96,78,62,1.52,98,3.79,25-34,5,Germany,7.72,31335475,18.39,22.42,7.27,Jan,47,31
Disney+,9505,10087,4288,87,14.19,Comedy,1537,13.27,10704,75.34,6.95,80,89,84,94,1.32,93,4.03,45-54,24,United Kingdom,8.49,5440936,10.42,24.69,14.85,Nov,12,26
Disney+,3685,4308,1235,187,18.3,Romance,528,27.19,2847,90.39,7.84,72,95,68,81,1.85,97,4.92,45-54,10,Brazil,8.56,35360175,19.74,17.93,7.72,Sep,6,39
Disney+,2049,11158,448,184,24.61,Documentary,1741,48.36,3577,75.35,8.17,73,73,75,63,2.12,94,3.93,35-44,20,Germany,8.92,51418903,17.62,12.5,9.12,Mar,11,55
Amazon Prime,7111,8644,3978,113,27.58,Horror,1538,20.4,10609,74.06,9.17,81,91,85,70,4.41,90,4.57,25-34,8,Canada,8.27,42232899,6.58,29.57,5.19,Jan,50,39
Netflix,7642,6531,3254,21,28.67,Drama,541,55.55,14846,88.07,7.25,51,91,97,87,2.5,84,3.6,45-54,11,South Korea,7.59,27782207,16.68,18.79,19.88,May,21,72
Netflix,6101,2488,2995,172,13.67,Drama,869,59.48,7714,81.67,6.29,71,72,68,65,3.8,90,4.63,45-54,34,Australia,7.87,46884219,7.24,24.54,13.07,Oct,12,54
Disney+,13444,5722,4797,142,31.16,Horror,592,46.41,6142,87.22,7.94,77,88,94,50,3.86,74,4.76,35-44,8,Australia,7.12,50863912,5.29,29.09,7.85,Feb,22,36
Disney+,15346,12317,2436,26,9.05,Action,1745,47.79,4703,70.05,7.18,71,96,89,63,1.85,71,3.22,45-54,7,India,7.55,18186291,15.57,14.76,15.62,Aug,41,52
Disney+,5135,13813,3423,81,18.98,Animation,436,22.51,12787,82.96,6.58,70,77,85,86,2.3,78,4.96,25-34,6,Canada,8.08,14615121,12.29,16.92,15.77,Jun,51,56
Netflix,9229,2185,2128,105,10.71,Drama,1229,37.63,15960,63.17,6.98,50,70,62,92,4.06,89,3.91,25-34,18,Australia,7.95,59403767,18.27,22.36,10.57,Mar,16,33
Disney+,11685,8730,4505,117,15.19,Horror,796,58.0,16431,71.9,9.1,80,98,76,78,3.35,78,4.88,45-54,12,Germany,8.76,8228931,15.87,16.88,6.39,Aug,14,36
Netflix,15135,13894,2149,152,1.84,Comedy,877,32.43,11220,87.92,7.64,68,96,86,62,2.94,98,4.78,55+,15,Brazil,7.75,34845117,14.67,29.71,13.15,Sep,11,53
Amazon Prime,5285,13884,2279,138,9.9,Comedy,1992,33.74,5353,78.16,7.46,77,74,75,55,4.1,95,3.5,55+,35,India,7.3,58857908,11.88,12.18,16.46,Oct,14,54
Disney+,5075,6834,1032,203,7.19,Action,1030,25.43,12645,86.31,6.4,73,77,82,85,3.33,75,3.92,18-24,32,Germany,7.55,41145897,13.58,15.15,7.0,Jul,50,63
Amazon Prime,3268,13713,4998,70,7.68,Action,609,14.45,5110,61.23,8.32,79,100,90,98,2.38,86,3.79,25-34,22,United Kingdom,7.29,10606766,6.46,12.2,19.2,Sep,36,28
Amazon Prime,5741,3781,1365,215,14.93,Animation,977,28.58,17916,68.72,8.72,75,81,68,69,1.1,78,4.27,35-44,20,United Kingdom,7.46,59897040,18.76,26.79,11.7,May,9,68
Amazon Prime,9341,9653,4135,74,9.3,Comedy,416,33.6,14793,66.43,6.48,89,74,99,86,3.23,87,3.39,18-24,11,Germany,7.02,49923903,13.22,16.9,19.55,Feb,32,35
Netflix,11817,1476,992,3,28.67,Horror,1427,36.63,12338,60.21,6.57,66,78,75,55,3.4,96,3.94,55+,35,United States,7.72,20084726,11.62,25.59,16.95,Apr,10,64
Netflix,15442,13288,2863,198,10.19,Comedy,670,11.02,14348,88.08,6.63,70,94,77,71,2.68,85,4.29,25-34,30,Brazil,8.81,47859238,16.27,24.12,9.8,Apr,14,55
Amazon Prime,1542,3317,4268,119,11.79,Drama,1609,25.03,16114,79.11,7.0,71,100,97,98,4.09,76,4.71,55+,28,France,7.44,51504066,8.85,28.05,16.48,Nov,21,33
Disney+,7161,4405,2541,145,22.46,Comedy,182,30.35,9359,93.28,8.88,66,93,97,51,3.59,93,4.19,55+,26,France,8.76,70170289,8.8,28.71,9.41,Mar,12,51
Netflix,11484,10509,1049,92,25.44,Action,1612,8.01,4309,91.53,9.03,70,91,60,74,1.12,72,3.91,18-24,22,France,8.55,54285368,18.81,10.91,5.83,Aug,41,65
Disney+,16184,2779,4640,23,14.27,Romance,472,15.06,16072,72.62,8.2,60,88,92,88,2.77,92,4.68,45-54,16,Australia,8.18,31989127,8.99,17.8,16.22,Aug,36,63
Netflix,10032,2970,3524,229,4.09,Action,1754,42.27,13095,72.87,7.46,59,100,63,75,1.0,88,4.62,35-44,15,India,8.69,73338226,18.4,18.16,5.47,Jun,46,49
Disney+,3311,8977,4166,198,24.56,Action,1692,38.41,5524,74.16,6.08,66,81,95,64,3.97,94,4.45,35-44,27,Brazil,7.17,61931329,15.01,13.28,10.03,Jan,34,63
Disney+,11732,14154,1539,180,17.98,Horror,1717,56.2,11765,73.7,8.62,63,100,62,96,3.89,92,4.23,35-44,28,Germany,8.15,64748255,13.49,29.42,9.25,Oct,44,75
Amazon Prime,13235,10298,2460,137,19.83,Drama,1501,29.22,15802,76.46,8.03,78,99,81,84,2.1,80,4.68,45-54,32,Canada,8.2,37863323,10.19,29.53,10.76,Apr,51,58
Amazon Prime,1598,5671,2108,184,26.5,Romance,409,10.55,7766,62.69,7.01,73,97,92,78,1.47,70,3.14,55+,26,Japan,7.36,28724374,19.47,11.76,6.35,Jan,34,44
Amazon Prime,7171,5750,604,59,30.43,Comedy,1647,55.13,7179,64.7,7.53,87,89,84,60,2.33,70,4.7,35-44,15,United States,8.49,62973710,15.23,21.03,14.98,Oct,29,67
Disney+,2659,9854,1434,146,1.86,Animation,1548,16.32,14723,92.51,6.93,61,80,84,99,2.12,78,4.19,45-54,27,Australia,8.42,70150383,15.82,22.07,11.9,May,14,71
Netflix,1246,9933,511,68,2.93,Comedy,1000,31.6,13450,70.47,8.32,79,90,89,53,2.19,70,4.0,45-54,23,Japan,7.38,52506071,18.52,28.95,8.3,Aug,38,68
Netflix,1075,14656,3633,219,30.77,Documentary,1542,28.04,4367,84.54,7.59,78,86,64,75,3.33,76,4.22,25-34,28,Canada,8.74,4324434,7.33,16.14,12.84,Jun,51,60
Amazon Prime,10775,14795,886,163,2.66,Documentary,1582,44.34,3574,61.33,7.56,59,85,96,55,3.75,98,4.58,18-24,26,Brazil,7.71,47244913,18.58,24.96,17.21,Sep,32,38
Disney+,3370,6313,1294,201,4.99,Action,346,37.68,6394,79.11,6.09,51,76,95,71,1.46,91,4.12,45-54,24,Brazil,8.58,65562583,9.09,25.12,8.3,Oct,28,47
Amazon Prime,14089,9590,816,139,20.46,Action,1798,57.83,11047,73.56,6.65,58,95,76,99,2.33,91,4.03,18-24,27,United Kingdom,8.6,50812421,15.93,27.64,9.89,Jun,28,69
Amazon Prime,1964,11218,3635,208,28.7,Documentary,1948,44.71,2542,64.02,8.59,69,74,72,86,3.5,96,4.08,55+,20,France,7.74,33195695,7.71,22.85,13.63,Aug,55,58
Amazon Prime,3031,8399,4265,22,19.57,Drama,527,45.04,5503,62.61,8.99,72,70,64,87,2.55,99,3.88,35-44,32,France,8.67,45421890,16.84,26.77,14.99,Mar,26,62
